id,event_type,event_cause,corridor,junction,police_station,zone,road_closure_probability,predicted_duration_band,risk_level,risk_score,manpower,barricading,diversion,equipment,agency_alerts,hotspot_level,hotspot_score,actual_duration_band,target_road_closure,latitude,longitude,start_datetime,description,duration_band,is_peak_hour,valid_duration_label,prob_duration_long,prob_duration_medium,prob_duration_short,total_events,closure_rate,control_room,primary_trigger,playbook_json
FKID000587,unplanned,vehicle_breakdown,non-corridor,unknown,upparpet,unknown,0.3893359,medium,medium,52.47,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,16.5,medium,0,12.9800539,77.5727642,2024-02-06 19:26:44.765000+00:00,,medium,0,1,0.0,0.6655376863785131,0.33446231362148704,30,0.13333333333333333,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 52.47, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000588,unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,unknown,0.08750081,short,low,27.97,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,26.758695652173913,short,0,12.85678142,77.66416602,2024-02-06 20:58:39.824000+00:00,Gs palya down ramp towards hosuru,short,0,1,0.0,0.25511887012701034,0.7448811298729897,69,0.057971014492753624,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 27.97, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000589,unplanned,vehicle_breakdown,mysore road,unknown,halasuru gate,unknown,0.15984686,medium,medium,49.19,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,44.61980198019802,medium,0,12.9679697,77.5909676,2024-02-06 19:37:01.233000+00:00,HC11752,medium,0,1,0.00026273016170419563,0.5108195721283662,0.4889176977099297,101,0.1782178217821782,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 49.19, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000590,unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,unknown,0.18260036,medium,medium,49.41,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,37.31623376623377,medium,0,12.9567473,77.5342133,2024-02-06 20:52:03.228000+00:00,stairing problem,medium,0,1,0.0,0.7730653723559912,0.22693462764400896,77,0.19480519480519481,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 49.41, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000597,unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,unknown,0.08196025,medium,medium,50.69,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,42.41503759398496,medium,0,13.0286023,77.5361493,2024-03-10 03:51:02.209000+00:00,STARTING PROBEL VACCUME LOCK AAGIDE,medium,1,1,0.0,0.6875270605380704,0.31247293946192994,133,0.022556390977443608,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 50.69, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000598,unplanned,vehicle_breakdown,non-corridor,unknown,pulikeshinagar(f.town),unknown,0.40899166,short,medium,41.62,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,24.034615384615385,short,0,12.9875809,77.619241,2024-02-06 22:39:39.884000+00:00,Yes,short,0,1,0.0,0.2606762440574272,0.7393237559425728,39,0.23076923076923078,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 41.62, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000599,unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,unknown,0.03578735,short,low,28.81,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,37.31623376623377,short,0,12.9614333,77.5606533,2024-02-06 21:29:36.014000+00:00,,short,0,1,0.0,0.469906253250768,0.5300937467492318,77,0.19480519480519481,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 28.81, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000604,unplanned,vehicle_breakdown,non-corridor,unknown,whitefield,unknown,0.17088538,short,medium,40.69,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,40.92857142857143,short,0,12.9436333,77.7471783,2024-02-07 01:42:39.444000+00:00,Bus break down varthur college towards varthur ps,short,1,1,0.0013478260869565217,0.240532526171452,0.7581196477415915,140,0.04285714285714286,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 40.69, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000605,unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,unknown,0.027960287,short,medium,34.26,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,42.41503759398496,short,0,13.0299352,77.5366387,2024-02-07 02:47:40.423000+00:00,Starting problem sir near Cmti signel from [LOCATION],short,1,1,0.0,0.18783777060841256,0.8121622293915874,133,0.022556390977443608,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 34.26, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000609,unplanned,vehicle_breakdown,non-corridor,unknown,banashankari,unknown,0.03448644,short,low,25.63,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,10.274999999999999,short,0,12.9163228,77.570324,2024-02-07 04:10:22.184000+00:00,Bmtc bus starting problem sir traffic slow movements sir,short,1,1,0.0,0.264673468005479,0.7353265319945208,24,0.041666666666666664,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 25.63, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000610,unplanned,vehicle_breakdown,hennur main road,unknown,hennuru,unknown,0.09595665,medium,medium,40.87,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,21.851724137931033,medium,0,13.0413323,77.6224696,2024-02-07 04:38:21.517000+00:00,Tyer puncher,medium,0,1,0.00031229017540765114,0.7380095466801526,0.26167816314443976,58,0.034482758620689655,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 40.87, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000612,unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,unknown,0.056093328,medium,medium,49.42,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,39.66103896103896,medium,0,12.9857333,77.5266267,2024-03-10 03:59:18.657000+00:00,n,medium,1,1,0.0,0.7510754637157092,0.2489245362842909,154,0.032467532467532464,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 49.42, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000615,unplanned,others,magadi road,unknown,kamakshipalya,unknown,0.07205226,medium,medium,37.14,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"reflective jackets, traffic cones",traffic police,high,39.66103896103896,medium,0,12.9858915,77.5264086,2024-03-10 04:31:04.775000+00:00,n,medium,0,1,0.18578775024023836,0.5988437745206292,0.21536847523913227,154,0.032467532467532464,Notify station control and monitor every 15 minutes.,default,"{""risk_level"": ""medium"", ""risk_score"": 37.14, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID000623,unplanned,others,orr north 1,unknown,banaswadi,unknown,0.34209198,short,medium,32.93,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"reflective jackets, traffic cones",traffic police,medium,31.784615384615382,medium,0,13.019261,77.6558323,2024-02-07 06:53:40.838000+00:00,Current off,medium,0,1,0.3436937118844154,0.30070498845243077,0.35560129966315396,78,0.0641025641025641,Notify station control and monitor every 15 minutes.,default,"{""risk_level"": ""medium"", ""risk_score"": 32.93, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID000629,planned,construction,orr east 2,unknown,hal old airport,unknown,0.11365152,long,high,63.11,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",high,55.98540145985402,long,0,12.9694928,77.700667,2024-02-06 21:13:31.498000+00:00,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work,long,0,1,0.9777367676657165,0.005354370519019733,0.016908861815263455,137,0.021897810218978103,Control-room loop with field updates every 10 minutes.,construction,"{""risk_level"": ""high"", ""risk_score"": 63.11, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective cones"", ""reflective jackets"", ""traffic cones"", ""warning signage""], ""agency_alerts"": [""control room"", ""road works contractor"", ""traffic police""], ""primary_trigger"": ""construction""}"
FKID000631,unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,unknown,0.07722215,short,medium,30.67,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,37.31623376623377,short,0,12.9627,77.5653883,2024-03-10 04:55:48.993000+00:00,side alli ide traffic no problem sir,short,0,1,0.0,0.32469896387775693,0.6753010361222426,77,0.19480519480519481,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 30.67, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000632,unplanned,vehicle_breakdown,non-corridor,unknown,peenya,unknown,0.112423524,short,medium,32.16,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,20.340243902439028,short,0,13.0473308,77.5011321,2024-02-07 11:55:57.819000+00:00,Peenya flyover outgoing [LOCATION] station on flyover HGV off road vehicles one side moving towards nelamangala.,short,1,1,0.006069670312716019,0.2104633337573778,0.7834669959299064,41,0.0975609756097561,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 32.16, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000633,unplanned,vehicle_breakdown,varthur road,unknown,whitefield,unknown,0.34037393,medium,medium,48.83,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,11.701724137931032,short,0,12.9560094,77.7279445,2024-03-10 05:10:21.599000+00:00,ready to 30 minutes,short,0,1,0.0,0.5372207958670854,0.4627792041329145,29,0.034482758620689655,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 48.83, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000634,unplanned,vehicle_breakdown,non-corridor,unknown,thalagattapura,unknown,0.08273957,medium,medium,39.95,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,20.75,medium,0,12.8883535,77.5620501,2024-03-10 05:17:55.147000+00:00,vehicle off roaded due to technical reason,medium,0,1,0.0,0.5140322509249514,0.4859677490750486,40,0.15,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 39.95, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000635,unplanned,vehicle_breakdown,non-corridor,unknown,k.r. pura,unknown,0.06800345,short,medium,31.06,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,43.46741573033707,short,0,13.0083988,77.6957918,2024-02-07 17:25:21.645000+00:00,Vehicle front tyre blast towards hoskote,short,0,1,0.0013000580383052815,0.22010193112772497,0.7785980108339704,178,0.1348314606741573,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 31.06, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000636,unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,unknown,0.024162794,short,low,29.03,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,39.823170731707314,short,0,13.0014249,77.5837935,2024-02-07 18:53:13.143000+00:00,[PERSON] to cauvery,short,0,1,0.001288495575221239,0.22046660609673294,0.7782448983280456,164,0.018292682926829267,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 29.03, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000646,unplanned,others,non-corridor,unknown,peenya,unknown,0.11804881,medium,medium,33.41,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"reflective jackets, traffic cones",traffic police,medium,20.340243902439028,medium,0,13.0454386,77.5020767,2024-02-07 20:51:58.144000+00:00,[LOCATION] flyover cleaning work progress on near [LOCATION] on flyover towards city traffic normal moving sir,medium,0,1,0.30349728450010294,0.47463944868105296,0.2218632668188437,41,0.0975609756097561,Notify station control and monitor every 15 minutes.,default,"{""risk_level"": ""medium"", ""risk_score"": 33.41, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID000650,unplanned,vehicle_breakdown,hennur main road,unknown,hennuru,unknown,0.10317336,medium,medium,41.2,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,21.851724137931033,medium,0,13.044785,77.6266483,2024-02-07 22:10:03.484000+00:00,,medium,0,1,0.0,0.6695016214059178,0.3304983785940821,58,0.034482758620689655,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 41.2, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000655,unplanned,others,non-corridor,unknown,upparpet,unknown,0.66138726,short,medium,42.71,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"reflective jackets, traffic cones",traffic police,medium,16.5,short,0,12.9775418,77.5742287,2024-03-10 06:14:23.988000+00:00,ಖಾಸಗಿ ಸ್ಲೀಪರ್ ಬಸ್ ಗೇರ್ ಬ್ಲಾಕ್ ಆಗಿ ಆಫ್ ರೋಡ್ ಆಗಿರುತ್ತದೆ,short,0,1,0.21760042487596276,0.19782156558659791,0.5845780095374393,30,0.13333333333333333,Notify station control and monitor every 15 minutes.,default,"{""risk_level"": ""medium"", ""risk_score"": 42.71, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID000657,unplanned,accident,non-corridor,unknown,k.s. layout,unknown,0.01984789,short,low,27.81,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"ambulance standby, crash cones, reflective jackets, tow van, traffic cones","medical emergency support, traffic police",medium,16.403846153846153,short,0,12.9011982,77.5443666,2024-02-07 23:35:47.409000+00:00,Date 25/03/2026 ರಂದು ಉತ್ತರಹಳ್ಳಿ ರಸ್ತೆಯಿಂದ ಚಿನ್ನ ಸಂದ್ರ ಕಡೆಗೆ  ಹೋಗುವ ನಾಯಿ ಅಡ್ಡ ಬಂದು ನನ್ನ ಕಾರನ್ನು,short,0,1,0.07331902333968321,0.16185778243681967,0.7648231942234974,39,0.02564102564102564,Log and monitor.,accident,"{""risk_level"": ""low"", ""risk_score"": 27.81, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""ambulance standby"", ""crash cones"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""medical emergency support"", ""traffic police""], ""primary_trigger"": ""accident""}"
FKID000658,unplanned,vehicle_breakdown,mysore road,unknown,halasuru gate,unknown,0.057007458,short,medium,30.57,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,44.61980198019802,short,0,12.9667804,77.5874869,2024-02-07 23:13:12.801000+00:00,[LOCATION] ಕ್ಕೆ ತೊಂದ್ರೆ ಆಗತಾ ಇದೆ...,short,0,1,0.0,0.1573580991378092,0.8426419008621909,101,0.1782178217821782,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 30.57, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000664,unplanned,others,tumkur road,unknown,peenya,unknown,0.06749544,long,medium,49.63,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"reflective jackets, traffic cones","control room, traffic police",medium,28.654347826086955,long,0,13.0391876,77.5193964,2024-02-08 00:15:55.584000+00:00,[LOCATION] flyover cleaning work progress on [LOCATION] circle on flyover towards city traffic normal sir,long,0,1,0.7779941444842075,0.12988242545055792,0.09212343006523466,69,0.028985507246376812,Notify station control and monitor every 15 minutes.,default,"{""risk_level"": ""medium"", ""risk_score"": 49.63, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""control room"", ""traffic police""], ""primary_trigger"": ""default""}"
