id,_source_row,prediction_datetime,start_datetime,latitude,longitude,location_grid,distance_band,address,event_type,event_cause,veh_type,corridor,police_station,zone,junction,start_hour,start_dayofweek,start_month_number,is_weekend,is_morning_peak,is_evening_peak,is_peak_hour,is_night,peak_period,report_lag_minutes_clipped,distance_to_city_center_km,description,is_planned_event,is_public_or_vip_event,is_breakdown_event,is_accident_event,is_weather_or_visibility_event,is_road_condition_event,is_heavy_vehicle,has_blocked_word,has_jam_word,has_lane_word,has_full_blockage_phrase,has_partial_blockage_phrase,has_diversion_word,has_severity_word,has_tree_fall_word,target_road_closure,valid_duration_label,duration_band,road_closure_probability,predicted_label,road_closure_probability_is_history_fallback,predicted_duration_band,prediction_confidence,prob_short,prob_medium,prob_long,prob_very_long
FKID003119,3119,2024-03-27 05:06:44.889693+00:00,2024-03-27 05:05:15.561000+00:00,12.9687003,77.7013565,12.969_77.701,,,planned,construction,,orr east 2,hal old airport,,,10.0,2.0,3.0,0,1,0,1,0,morning_peak,1.48881155,11.572416058417216,,1,0,0,0,0,1,0,0,0,,,,,,,,,long,0.1193757897698356,,0,very_long,0.5733218,0.020091329,0.047232922,0.35935393,0.5733218
FKID003114,3114,2024-03-27 05:13:35.688318+00:00,2024-03-27 05:11:50.118000+00:00,13.0144606,77.583683,13.014_77.584,,,unplanned,vehicle_breakdown,private_car,bellary road 1,sadashivanagar,,,10.0,2.0,3.0,0,1,0,1,0,morning_peak,1.7595053,4.910470896975598,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0353386732739931,,0,medium,0.77349895,0.22418243,0.77349895,0.0003273667,0.0019912058
FKID003117,3117,2024-03-27 05:50:13.922358+00:00,2024-03-27 05:49:14.093000+00:00,12.974347,77.578087,12.974_77.578,,,unplanned,others,,non-corridor,upparpet,,,11.0,2.0,3.0,0,1,0,1,0,morning_peak,0.9971559666666666,1.8151805665125715,,0,0,0,0,0,0,0,0,1,,,,,,,,,short,0.0732580838855528,,0,very_long,0.84359056,0.07423176,0.049510363,0.032667305,0.84359056
FKID003118,3118,2024-03-27 06:02:23.324465+00:00,2024-03-27 06:01:53.683000+00:00,13.1211366,77.6100947,13.121_77.61,,,unplanned,vehicle_breakdown,others,bellary road 2,yelahanka,,,11.0,2.0,3.0,0,1,0,1,0,morning_peak,0.4940244166666667,16.712211265604967,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0248208693037239,,0,medium,0.85939175,0.13588409,0.85939175,0.0005455803,0.004178558
FKID003127,3127,2024-03-27 10:15:52.274429+00:00,2024-03-27 10:13:14.811000+00:00,12.8441817,77.5766517,12.844_77.577,,,planned,public_event,,non-corridor,thalagattapura,,,15.0,2.0,3.0,0,0,0,0,0,off_peak,2.6243904833333334,14.30119337082128,,1,1,0,0,0,0,0,0,0,,,,,,,,,short,0.5108852057634319,,0,short,0.41374865,0.41374865,0.19331361,0.12932606,0.26361173
FKID003131,3131,2024-03-27 18:51:11.224258+00:00,2024-03-27 18:49:12.452000+00:00,13.0142433,77.6618833,13.014_77.662,,,unplanned,vehicle_breakdown,others,orr north 1,banaswadi,,,0.0,3.0,3.0,0,0,0,0,1,night,1.9795376333333328,8.696450302200931,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0386285122114212,,0,medium,0.6023195,0.3948116,0.6023195,0.00045663258,0.0024122645
FKID003132,3132,2024-03-27 19:36:17.732124+00:00,2024-03-27 19:33:35.791000+00:00,12.9966828,77.5848333,12.997_77.585,,,unplanned,vehicle_breakdown,private_bus,bellary road 1,high ground,,,1.0,3.0,3.0,0,0,0,0,1,night,2.6990187333333333,2.9830925791731047,,0,0,1,0,0,0,1,0,1,,,,,,,,,short,0.0375213855188204,,0,medium,0.769514,0.2288576,0.769514,0.00046613152,0.0011622146
FKID003134,3134,2024-03-27 20:03:19.687836+00:00,2024-03-27 20:01:01.314000+00:00,12.9544642,77.7005552,12.954_77.701,,,unplanned,pot_holes,,varthur road,hal old airport,,,1.0,3.0,3.0,0,0,0,0,1,night,2.3062306,11.63845824365588,,0,0,0,0,0,1,0,0,0,,,,,,,,,very_long,0.0354655144645844,,0,very_long,0.9174733,0.018551432,0.01149498,0.052480303,0.9174733
FKID003133,3133,2024-03-27 20:42:40.342430+00:00,2024-03-27 20:41:26.159000+00:00,12.9687789,77.7015288,12.969_77.702,,,planned,construction,,orr east 2,hal old airport,,,2.0,3.0,3.0,0,0,0,0,1,night,1.2363905,11.590837251442307,,1,0,0,0,0,1,0,0,1,,,,,,,,,long,0.041292101427581,,0,long,0.54953486,0.0069720577,0.016568402,0.54953486,0.4269247
FKID003138,3138,2024-03-27 21:44:52.357344+00:00,2024-03-27 21:43:25.072000+00:00,12.9725013,77.6196495,12.973_77.62,,,unplanned,vehicle_breakdown,others,old madras road,halasur,,,3.0,3.0,3.0,0,0,0,0,1,night,1.4547557333333332,2.7161431819480617,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.029546791872578,,0,medium,0.7396418,0.25844234,0.7396418,0.00023623995,0.0016796306
FKID003141,3141,2024-03-27 22:00:28.051676+00:00,2024-03-27 21:59:05.974000+00:00,12.9879573,77.5742432,12.988_77.574,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,sheshadripuram,,,3.0,3.0,3.0,0,0,0,0,1,night,1.3679612666666665,2.8589311883578405,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0513750013886156,,0,medium,0.5313007,0.46658802,0.5313007,0.0003229579,0.0017883205
FKID003146,3146,2024-03-27 22:39:34.782813+00:00,2024-03-27 22:38:58.450000+00:00,12.95798,77.5338267,12.958_77.534,,,unplanned,others,,west of chord road,byatarayanapura,,,4.0,3.0,3.0,0,0,0,0,1,night,0.6055468833333334,6.75731792897727,,0,0,0,0,0,0,0,0,0,,,,,,,,,very_long,0.0365694820493234,,0,very_long,0.5762962,0.10919924,0.12156519,0.19293939,0.5762962
FKID003153,3153,2024-03-27 23:52:38.007219+00:00,2024-03-27 23:49:14.171000+00:00,12.9364416,77.6072177,12.936_77.607,,,planned,procession,,non-corridor,adugodi,,,5.0,3.0,3.0,0,0,0,0,1,night,3.3972703166666665,4.141647621899938,,1,1,0,0,0,0,0,0,1,,,,,,,,,long,0.2573011813041869,,0,short,0.5687537,0.5687537,0.35786197,0.015596847,0.057787463
FKID003148,3148,2024-03-28 01:23:43.762364+00:00,2024-03-28 01:22:36.518000+00:00,12.9276054,77.6210679,12.928_77.621,,,unplanned,vehicle_breakdown,bmtc_bus,irr(thanisandra road),adugodi,,,6.0,3.0,3.0,0,0,0,0,0,off_peak,1.1207394000000002,5.670825982905925,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0310972155831919,,0,medium,0.7617461,0.23667395,0.7617461,0.00014453607,0.0014353724
FKID003150,3150,2024-03-28 01:46:03.387279+00:00,2024-03-28 01:36:14.353000+00:00,12.9800149,77.602535,12.98_77.603,,,unplanned,vehicle_breakdown,private_car,cbd 1,shivajinagar,,,7.0,3.0,3.0,0,0,0,0,0,off_peak,9.817237983333332,1.2707407304502658,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0456804471533817,,0,medium,0.8363274,0.15933912,0.8363274,0.0009040035,0.0034295206
FKID003152,3152,2024-03-28 03:13:09.545826+00:00,2024-03-28 03:11:56.693000+00:00,12.94095523,77.696044,12.941_77.696,,,unplanned,vehicle_breakdown,others,orr east 1,hal old airport,,,8.0,3.0,3.0,0,1,0,1,0,morning_peak,1.2142137666666666,11.508902866744682,,0,0,1,0,0,0,0,0,0,,,,,,,,,medium,0.0350931326839804,,0,medium,0.88940537,0.106744446,0.88940537,0.0021358116,0.0017144397
FKID003157,3157,2024-03-28 03:41:01.148060+00:00,2024-03-28 03:38:37.164000+00:00,12.966984,77.5949181,12.967_77.595,,,unplanned,vehicle_breakdown,truck,mysore road,halasuru gate,,,9.0,3.0,3.0,0,1,0,1,0,morning_peak,2.3997343333333334,0.5144318481450346,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0693172612372992,,0,medium,0.8765536,0.12171998,0.8765536,0.00023293956,0.0014934991
FKID003156,3156,2024-03-28 04:08:37.816679+00:00,2024-03-28 04:03:07.193000+00:00,12.9622461,77.5939491,12.962_77.594,,,unplanned,vehicle_breakdown,lcv,non-corridor,halasuru gate,,,9.0,3.0,3.0,0,1,0,1,0,morning_peak,5.510394649999999,1.0424948927697988,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0446763078712695,,0,medium,0.7544192,0.23968686,0.7544192,0.0008609696,0.0050329417
FKID003161,3161,2024-03-28 04:45:00.297146+00:00,2024-03-28 04:42:49.427000+00:00,12.9852301,77.5564059,12.985_77.556,,,unplanned,others,,non-corridor,rajajinagar,,,10.0,3.0,3.0,0,1,0,1,0,morning_peak,2.1811691,4.407291313474893,,0,0,0,0,0,0,0,1,0,,,,,,,,,short,0.1478428183354276,,0,short,0.5080813,0.5080813,0.12342482,0.017331028,0.35116285
FKID003164,3164,2024-03-28 05:43:35.657971+00:00,2024-03-28 05:42:24.856000+00:00,13.0454067,77.5565583,13.045_77.557,,,unplanned,vehicle_breakdown,bmtc_bus,orr north 2,jalahalli,,,11.0,3.0,3.0,0,1,0,1,0,morning_peak,1.18003285,9.183700901221876,,0,0,1,0,0,0,1,0,1,,,,,,,,,short,0.0285369055487639,,0,medium,0.5989748,0.39935225,0.5989748,0.0002577796,0.0014151485
FKID003166,3166,2024-03-28 06:19:49.640933+00:00,2024-03-28 06:18:15.958000+00:00,12.92194178,77.62088254,12.922_77.621,,,unplanned,vehicle_breakdown,bmtc_bus,hosur road,madiwala,,,11.0,3.0,3.0,0,1,0,1,0,morning_peak,1.5613822166666669,6.213037143322907,,0,0,1,0,0,0,1,1,0,,,,,,,,,medium,0.0347643705299418,,0,medium,0.56135654,0.43600002,0.56135654,0.0003806251,0.0022627846
FKID003170,3170,2024-03-28 07:17:39.795611+00:00,2024-03-28 07:16:35.074000+00:00,12.9316275,77.5802615,12.932_77.58,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,jayanagara,,,12.0,3.0,3.0,0,0,0,0,0,off_peak,1.078693516666667,4.708505429788537,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0436019429620656,,0,medium,0.53985846,0.45812827,0.53985846,0.00019297218,0.001820288
FKID003172,3172,2024-03-28 07:58:40.020887+00:00,2024-03-28 07:54:10.726000+00:00,12.9458378,77.5953888,12.946_77.595,,,unplanned,others,,non-corridor,wilson garden,,,13.0,3.0,3.0,0,0,0,0,0,off_peak,4.488248116666667,2.865900913109622,,0,0,0,0,0,0,0,0,0,,,,,,,,,short,0.1393030109249056,,0,very_long,0.86009234,0.08029515,0.037620887,0.021991596,0.86009234
FKID003180,3180,2024-03-28 12:40:21.301134+00:00,2024-03-28 12:25:48.490000+00:00,12.9990834,77.5710764,12.999_77.571,,,planned,procession,,non-corridor,malleshwaram,,,17.0,3.0,3.0,0,0,1,1,0,evening_peak,14.546852233333334,3.9794074534177386,,1,1,0,0,0,0,0,0,0,,,,,,,,,medium,0.5298076334700353,,0,short,0.7588592,0.7588592,0.15929425,0.01820027,0.06364627
FKID003190,3190,2024-03-28 20:46:20.187672+00:00,2024-03-28 20:45:10.408000+00:00,12.9432779,77.6977361,12.943_77.698,,,unplanned,vehicle_breakdown,lcv,orr east 1,hal old airport,,,2.0,4.0,3.0,0,0,0,0,1,night,1.1629945333333334,11.611427640512463,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0303478886320781,,0,medium,0.89152676,0.105774686,0.89152676,0.0015746882,0.0011238945
FKID003191,3191,2024-03-28 20:47:06.368982+00:00,2024-03-28 20:44:13.827000+00:00,12.9841504,77.6417045,12.984_77.642,,,unplanned,vehicle_breakdown,others,old madras road,jeevanbheemanagar,,,2.0,4.0,3.0,0,0,0,0,1,night,2.8756997,5.291339010133763,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0368839878588043,,0,medium,0.50823903,0.49016935,0.50823903,0.0005712571,0.0010203873
FKID003194,3194,2024-03-28 21:05:39.902345+00:00,2024-03-28 21:04:50.096000+00:00,12.9692535,77.7011466,12.969_77.701,,,unplanned,construction,,orr east 2,hal old airport,,,2.0,4.0,3.0,0,0,0,0,1,night,0.83010575,11.548114170087588,,0,0,0,0,0,1,0,0,0,,,,,,,,,very_long,0.0390484201935489,,0,long,0.5712358,0.0051939012,0.012474359,0.5712358,0.411096
FKID003200,3200,2024-03-28 21:33:59.321640+00:00,2024-03-28 21:32:51.691000+00:00,12.9137215,77.6250785,12.914_77.625,,,unplanned,vehicle_breakdown,bmtc_bus,hosur road,hsr layout,,,3.0,4.0,3.0,0,0,0,0,1,night,1.1271773333333333,7.233876736499398,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0350261002413873,,0,medium,0.52859443,0.46912485,0.52859443,0.00039338166,0.0018873011
FKID003195,3195,2024-03-28 21:43:04.856994+00:00,2024-03-28 21:42:19.589000+00:00,13.0294384,77.5386352,13.029_77.539,,,unplanned,vehicle_breakdown,heavy_vehicle,tumkur road,yeshwanthpura,,,3.0,4.0,3.0,0,0,0,0,1,night,0.7544665666666667,8.8390071219107,,0,0,1,0,0,0,1,0,1,,,,,,,,,short,0.026736001670429,,0,medium,0.7905548,0.20579141,0.7905548,0.0007344425,0.0029193496
FKID003199,3199,2024-03-28 21:51:50.619790+00:00,2024-03-28 21:48:01.012000+00:00,12.9882051,77.6176248,12.988_77.618,,,unplanned,tree_fall,,non-corridor,pulikeshinagar(f.town),,,3.0,4.0,3.0,0,0,0,0,1,night,3.8267965,3.103763895866317,,0,0,0,0,0,0,0,0,0,,,,,,,,,short,0.5459070149495937,,0,very_long,0.8940875,0.06485561,0.022440538,0.018616335,0.8940875
FKID003198,3198,2024-03-28 22:17:29.391691+00:00,2024-03-28 22:16:48.686000+00:00,12.9425141,77.7471162,12.943_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.6784281833333333,16.840700159613004,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0262884789733674,,0,very_long,0.9700179,0.007260849,0.012116034,0.010605194,0.9700179
FKID003206,3206,2024-03-28 22:18:21.453840+00:00,2024-03-28 22:17:35.139000+00:00,12.9425058,77.7471265,12.943_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.771914,16.841973057609472,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0276719200016402,,0,very_long,0.97119415,0.0069628684,0.012056802,0.009786185,0.97119415
FKID003201,3201,2024-03-28 22:18:44.693389+00:00,2024-03-28 22:18:23.151000+00:00,12.9424871,77.7470398,12.942_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.3590398166666667,16.833153343706392,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0263377351764005,,0,very_long,0.97827977,0.0046871295,0.0076659033,0.00936724,0.97827977
FKID003205,3205,2024-03-28 22:19:17.268732+00:00,2024-03-28 22:18:48.995000+00:00,12.9424407,77.7470255,12.942_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.4712288666666666,16.83262725032131,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0263377351764005,,0,very_long,0.97799623,0.0048754225,0.0077638417,0.009364525,0.97799623
FKID003204,3204,2024-03-28 22:20:05.528859+00:00,2024-03-28 22:19:18.959000+00:00,12.9424619,77.7469973,12.942_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.7761643166666666,16.829173941383832,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0278805569247339,,0,very_long,0.97729295,0.004659668,0.009462203,0.0085851895,0.97729295
FKID003203,3203,2024-03-28 22:20:32.059882+00:00,2024-03-28 22:20:08.967000+00:00,12.9425308,77.747149,12.943_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.3848813666666666,16.84383134837028,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0261692655196874,,0,very_long,0.9772569,0.006688948,0.008353549,0.0077006244,0.9772569
FKID003202,3202,2024-03-28 22:21:05.482578+00:00,2024-03-28 22:20:36.720000+00:00,12.9425049,77.7472962,12.943_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.4793763,16.86003953474664,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0261692655196874,,0,very_long,0.9754877,0.0073857387,0.00896235,0.008164153,0.9754877
FKID003207,3207,2024-03-28 22:22:14.657686+00:00,2024-03-28 22:21:09.538000+00:00,12.9424843,77.7473385,12.942_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,1.0853281,16.86497840660793,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0319580976230321,,0,very_long,0.97802347,0.0045201634,0.0090066325,0.008449784,0.97802347
FKID003210,3210,2024-03-28 22:22:39.642793+00:00,2024-03-28 22:22:18.479000+00:00,12.9425514,77.7477548,12.943_77.748,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.3527298833333333,16.907824268731986,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0261324902626928,,0,very_long,0.97189385,0.006920019,0.01036786,0.010818296,0.97189385
FKID003215,3215,2024-03-28 22:23:20.897030+00:00,2024-03-28 22:22:47.576000+00:00,13.0264,77.544019,13.026_77.544,,,unplanned,vehicle_breakdown,heavy_vehicle,tumkur road,yeshwanthpura,,,3.0,4.0,3.0,0,0,0,0,1,night,0.5553505,8.195324354208957,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0283642635683345,,0,medium,0.55423075,0.43950692,0.55423075,0.00063078076,0.0056315623
FKID003209,3209,2024-03-28 22:24:33.896503+00:00,2024-03-28 22:22:43.092000+00:00,12.9424784,77.7475339,12.942_77.748,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,1.8467417166666664,16.88588534561915,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0371992053633898,,0,very_long,0.96904594,0.0069126375,0.014388802,0.009652693,0.96904594
FKID003212,3212,2024-03-28 22:25:17.187290+00:00,2024-03-28 22:24:36.774000+00:00,12.9423461,77.7471126,12.942_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.6735548333333334,16.843920417810462,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0260837637488031,,0,very_long,0.97711015,0.005113004,0.00877333,0.009003479,0.97711015
FKID003211,3211,2024-03-28 22:25:47.333386+00:00,2024-03-28 22:25:19.623000+00:00,12.9419498,77.7471295,12.942_77.747,,,unplanned,pot_holes,,non-corridor,whitefield,,,3.0,4.0,3.0,0,0,0,0,1,night,0.4618397666666666,16.854294837031873,,0,0,0,0,0,1,0,0,0,,,,,,,,,short,0.0260535775270507,,0,very_long,0.97912264,0.005484463,0.0073093167,0.008083519,0.97912264
FKID003217,3217,2024-03-29 00:39:10.714855+00:00,2024-03-29 00:36:43.946000+00:00,12.9170038,77.5843604,12.917_77.584,,,unplanned,vehicle_breakdown,heavy_vehicle,non-corridor,jayanagara,,,6.0,4.0,3.0,0,0,0,0,0,off_peak,2.446147583333333,6.171401928473997,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0506146581722296,,0,medium,0.6584276,0.33990103,0.6584276,0.00032576176,0.0013456242
FKID003221,3221,2024-03-29 01:09:05.181380+00:00,2024-03-29 01:05:19.310000+00:00,13.184156,77.5666322,13.184_77.567,,,unplanned,vehicle_breakdown,bmtc_bus,bellary road 2,kodigehalli,,,6.0,4.0,3.0,0,0,0,0,0,off_peak,3.764523,23.82847893980325,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0314146988938601,,0,medium,0.87370247,0.12468638,0.87370247,0.0004225908,0.0011885298
FKID003222,3222,2024-03-29 01:21:36.710363+00:00,2024-03-29 01:16:45.716000+00:00,12.9589527,77.5744505,12.959_77.574,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,v.v.puram (c.pet),,,6.0,4.0,3.0,0,0,0,0,0,off_peak,4.84990605,2.597108248135182,,0,0,1,0,0,0,1,0,1,,,,,,,,,short,0.0290898742279545,,0,short,0.5941449,0.5941449,0.40376255,0.00069199444,0.0014005975
FKID003223,3223,2024-03-29 02:10:11.426124+00:00,2024-03-29 02:09:21.349000+00:00,13.0259938,77.544893,13.026_77.545,,,unplanned,vehicle_breakdown,private_bus,tumkur road,yeshwanthpura,,,7.0,4.0,3.0,0,0,0,0,0,off_peak,0.8346187333333333,8.09852180928598,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0303754361110832,,0,medium,0.5523059,0.44326892,0.5523059,0.00044541183,0.0039797337
FKID003226,3226,2024-03-29 02:34:24.901941+00:00,2024-03-29 02:33:05.109000+00:00,12.9726308,77.5947472,12.973_77.595,,,unplanned,pot_holes,,mysore road,cubbon park,,,8.0,4.0,3.0,0,1,0,1,0,morning_peak,1.32988235,0.1157242009376268,,0,0,0,0,0,1,0,0,0,,,,,,,,,very_long,0.0493546622965773,,0,very_long,0.94906145,0.03012766,0.010688111,0.010122833,0.94906145
FKID003235,3235,2024-03-29 06:34:26.569694+00:00,2024-03-29 06:33:22.175000+00:00,13.0197186,77.618829,13.02_77.619,,,unplanned,tree_fall,,non-corridor,k.g. halli,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,1.0732449,5.959837878506288,,0,0,0,0,0,0,0,0,0,,,,,,,,,very_long,0.4852928269543592,,0,very_long,0.77728647,0.12714076,0.07304755,0.022525208,0.77728647
FKID003236,3236,2024-03-29 06:35:50.696216+00:00,2024-03-29 06:34:03.774000+00:00,12.93919495,77.69506138,12.939_77.695,,,unplanned,vehicle_breakdown,private_car,orr east 1,hal old airport,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,1.7820369333333337,11.46726724694871,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0455510387594114,,0,medium,0.7742295,0.21808514,0.7742295,0.005357308,0.0023280561
FKID003237,3237,2024-03-29 06:37:47.357418+00:00,2024-03-29 06:36:02.694000+00:00,12.9821964,77.6459164,12.982_77.646,,,unplanned,tree_fall,,non-corridor,jeevanbheemanagar,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,1.7443902999999998,5.683861287506593,,0,0,0,0,0,0,0,0,0,,,,,,,,,medium,0.4895474970267985,,0,very_long,0.90036684,0.043426473,0.040025957,0.016180728,0.90036684
FKID003238,3238,2024-03-29 06:39:01.943900+00:00,2024-03-29 06:37:35.915000+00:00,13.0197506,77.65293,13.02_77.653,,,unplanned,tree_fall,,orr north 1,banaswadi,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,1.4338149999999998,8.28294770376312,,0,0,0,0,0,0,0,0,0,,,,,,,,,short,0.2451907105240565,,0,very_long,0.7470438,0.10614616,0.12127874,0.025531303,0.7470438
FKID003242,3242,2024-03-29 06:39:59.151874+00:00,2024-03-29 06:38:27.473000+00:00,12.9160679,77.6329851,12.916_77.633,,,unplanned,vehicle_breakdown,bmtc_bus,orr east 1,hsr layout,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,1.5279812333333331,7.445330780394155,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0411866699635204,,0,medium,0.5604699,0.43566146,0.5604699,0.0012887113,0.0025798855
FKID003241,3241,2024-03-29 06:41:21.917889+00:00,2024-03-29 06:41:06.268000+00:00,13.004089,77.6194467,13.004_77.619,,,unplanned,tree_fall,,airport new south road,pulikeshinagar(f.town),,,12.0,4.0,3.0,0,0,0,0,0,off_peak,0.2608314833333333,4.505399457038795,,0,0,0,0,0,0,0,0,0,,,,,,,,,short,0.1954178062538011,,0,very_long,0.861466,0.09989231,0.032391116,0.0062505463,0.861466
FKID003240,3240,2024-03-29 06:41:42.533818+00:00,2024-03-29 06:38:59.481000+00:00,13.0567941,77.5469099,13.057_77.547,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,jalahalli,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,2.7175469666666667,10.79051748596751,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0441257275093464,,0,short,0.50414264,0.50414264,0.49348718,0.0012132104,0.0011569427
FKID003248,3248,2024-03-29 06:54:11.957242+00:00,2024-03-29 06:52:46.461000+00:00,12.9600223,77.6477107,12.96_77.648,,,unplanned,vehicle_breakdown,bmtc_bus,old airport road,jeevanbheemanagar,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,1.4249373666666665,5.89730378626782,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0324030839451177,,0,short,0.58564967,0.58564967,0.41087377,0.00039271737,0.0030838293
FKID003247,3247,2024-03-29 06:54:43.740774+00:00,2024-03-29 06:53:57.952000+00:00,12.9951469,77.6660306,12.995_77.666,,,unplanned,water_logging,,orr north 1,mahadevapura,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,0.7631462333333333,8.170551886261514,,0,0,0,0,1,0,0,0,0,,,,,,,,,medium,0.0342627187527385,,0,very_long,0.89608353,0.059868846,0.024399575,0.019648032,0.89608353
FKID003246,3246,2024-03-29 06:57:45.181308+00:00,2024-03-29 06:56:47.321000+00:00,13.014328,77.5540398,13.014_77.554,,,unplanned,vehicle_breakdown,heavy_vehicle,west of chord road,malleshwaram,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,0.9643384666666668,6.471938098196599,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0279619559177708,,0,short,0.61619425,0.61619425,0.38164943,0.00038091582,0.0017754011
FKID003249,3249,2024-03-29 06:57:56.494524+00:00,2024-03-29 06:56:17.058000+00:00,12.9811828,77.5701397,12.981_77.57,,,unplanned,water_logging,,non-corridor,chamarajpet,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,1.6572754,2.856580637758012,,0,0,0,0,1,0,0,0,0,,,,,,,,,long,0.164643493634423,,0,very_long,0.9487787,0.026469206,0.01601691,0.0087352,0.9487787
FKID003251,3251,2024-03-29 06:57:58.043150+00:00,2024-03-29 06:57:38.552000+00:00,12.9612667,77.63171,12.961_77.632,,,unplanned,water_logging,,non-corridor,halasur,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,0.3248525,4.1821629105311855,,0,0,0,0,1,0,0,0,0,,,,,,,,,very_long,0.0491331108722156,,0,very_long,0.9587754,0.020786826,0.010349438,0.010088302,0.9587754
FKID003252,3252,2024-03-29 07:00:26.933180+00:00,2024-03-29 06:59:48.235000+00:00,12.9634616,77.5675385,12.963_77.568,,,unplanned,water_logging,,mysore road,chamarajpet,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,0.6449696666666667,3.068823322178371,,0,0,0,0,1,0,0,0,0,,,,,,,,,very_long,0.0496120099548864,,0,very_long,0.9422296,0.028219515,0.010201508,0.019349407,0.9422296
FKID003261,3261,2024-03-29 07:09:28.539407+00:00,2024-03-29 07:07:55.384000+00:00,12.9671343,77.6078962,12.967_77.608,,,unplanned,tree_fall,,mysore road,ashok nagar,,,12.0,4.0,3.0,0,0,0,0,0,off_peak,1.552590116666667,1.5239253681855554,,0,0,0,0,0,0,0,0,0,,,,,,,,,medium,0.3642884443443599,,0,very_long,0.8896726,0.031600975,0.06887713,0.009849271,0.8896726
