id,event_cause,corridor,junction,police_station,closure_risk_probability,predicted_duration_band,risk_level,risk_score,manpower,diversion,equipment,agency_alerts,hotspot_level,hotspot_score,actual_duration_band,_source_row,event_type,zone,latitude,longitude,start_datetime,duration_band,is_peak_hour,has_blocked_word,prob_duration_long,prob_duration_medium,prob_duration_short,prob_duration_very_long,total_events,avg_closure_risk,primary_trigger
FKID005270,vehicle_breakdown,non-corridor,unknown,thalagattapura,0.05365392839539844,medium,medium,35.17,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,9.19051815603352,medium,5270,unplanned,south zone 1,12.880365,77.545865,2023-12-02 19:24:04.043000+00:00,medium,0,0,0.00038974613,0.8752608,0.12236623,0.0019832621,13,0.07401480445810055,vehicle_breakdown
FKID006422,vehicle_breakdown,tumkur road,peenyapolicestation,peenya,0.046546647381642964,short,low,19.49,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.657233325045828,short,6422,unplanned,west zone 1,13.0377031,77.5221845,2023-12-02 19:28:00.746000+00:00,short,0,0,0.00046441233,0.12580305,0.8724207,0.0013117691,5,0.0644923807155951,vehicle_breakdown
FKID006423,vehicle_breakdown,tumkur road,gokuldasimagesjunc,yeshwanthpura,0.04656355877742151,medium,medium,33.96,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,6.226451390379962,medium,6423,unplanned,west zone 1,13.0299338,77.537971,2023-12-02 20:07:13.632000+00:00,medium,0,0,0.00044295692,0.778354,0.22056,0.0006430324,12,0.07504146829657037,vehicle_breakdown
FKID006424,vehicle_breakdown,mysore road,a s charstreet-mysorerdjunc,city market,0.06766094776224363,short,low,19.97,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.0709010301880975,short,6424,unplanned,central zone 2,12.9657332,77.5747475,2023-12-02 20:31:16.613000+00:00,short,0,0,0.0004991251,0.17483766,0.82421184,0.0004513285,2,0.0705971722910885,vehicle_breakdown
FKID006426,road_conditions,bellary road 1,hebbalflyoverjunc,kodigehalli,0.08454712763421925,long,medium,44.34,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"reflective jackets, traffic cones","control room, traffic police",low,8.442491896943002,long,6426,unplanned,north zone 2,13.03937262,77.58946005,2023-12-02 21:05:19.837000+00:00,long,0,0,0.917284,0.010023844,0.015007832,0.057684287,8,0.06978548276980007,default
FKID006427,vehicle_breakdown,mysore road,n r squarejunc,halasuru gate,0.070189493015442,short,low,20.46,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.329175767820846,short,6427,unplanned,central zone 2,12.9652339,77.586865,2023-12-02 21:07:44.293000+00:00,short,0,0,0.0008918388,0.07229881,0.92628825,0.00052110344,6,0.07226216479488135,vehicle_breakdown
FKID005271,procession,non-corridor,unknown,magadi road,0.08328280158623716,medium,medium,39.17,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"barricades, portable signage, reflective jackets, route marshals, traffic cones","local law and order unit, traffic police",low,4.744400086335105,medium,5271,planned,central zone 2,12.9667164,77.5615877,2023-12-02 21:11:01.894000+00:00,medium,0,0,0.013064507,0.8922327,0.03244716,0.062255617,4,0.075554288181003,procession
FKID004364,construction,bellary road 1,unknown,kodigehalli,0.0857772772401198,very_long,critical,69.95,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",medium,20.30978499881039,very_long,4364,planned,west zone 2,13.0240181,77.5831956,2023-12-02 21:32:37.703000+00:00,very_long,0,0,0.10352014,0.023229353,0.034218986,0.8390315,33,0.07456528568029684,construction
FKID006433,vehicle_breakdown,old madras road,anilkumblecircle,cubbon park,0.055325761958213066,short,low,19.54,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.492681056644023,medium,6433,unplanned,central zone 1,12.9765011,77.60121,2023-12-02 22:27:11.915000+00:00,medium,0,0,0.00035779635,0.4530675,0.5455075,0.0010671766,3,0.07407660161840067,vehicle_breakdown
FKID006434,construction,old madras road,webbscircle,ashok nagar,0.09501605078821736,medium,medium,35.06,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"barricades, reflective cones, reflective jackets, traffic cones, warning signage","road works contractor, traffic police",low,2.6143115942028983,medium,6434,planned,central zone 1,12.9738007,77.6128385,2023-12-02 22:34:12.203000+00:00,medium,0,0,0.03334874,0.8143166,0.08252464,0.06981009,1,0.0661231884057971,construction
FKID006435,vehicle_breakdown,non-corridor,hainsjunc,pulikeshinagar(f.town),0.054968891246767765,medium,medium,33.75,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.241224353290782,short,6435,unplanned,north zone 1,12.9951683,77.60826,2023-12-02 22:56:20.227000+00:00,short,0,0,0.00010629974,0.5192418,0.47944012,0.0012117563,3,0.0697492672368795,vehicle_breakdown
FKID006439,others,cbd 2,coffeeboardjunc,cubbon park,0.0612804524964923,medium,low,27.26,1 patrol unit,Monitor; no diversion by default.,"reflective jackets, traffic cones",traffic police,low,8.34982275087112,medium,6439,unplanned,central zone 2,12.9833671,77.5961021,2023-12-03 00:16:14.656000+00:00,medium,0,0,0.024123006,0.7719592,0.07470818,0.12920964,7,0.07570922145346058,default
FKID004371,vehicle_breakdown,bellary road 1,unknown,kodigehalli,0.04199283604641758,short,low,23.98,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,20.30978499881039,short,4371,unplanned,north zone 2,13.03484,77.5887367,2023-12-03 00:24:02.352000+00:00,short,0,0,0.00033888195,0.21973342,0.7763924,0.0035352965,33,0.07456528568029684,vehicle_breakdown
FKID006440,construction,non-corridor,peenya2ndstagebusstand,peenya,0.14320779322619395,very_long,critical,67.49,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",low,3.495597484276729,very_long,6440,planned,west zone 1,13.009805,77.5060113,2023-12-03 00:33:29.621000+00:00,very_long,0,0,0.013043905,0.052863903,0.07277062,0.86132157,1,0.0655884995507637,construction
FKID006442,vehicle_breakdown,mysore road,sattelitebusstandjunc,byatarayanapura,0.05964034453880276,short,low,22.27,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,11.960505849509866,short,6442,unplanned,west zone 2,12.9531981,77.5418085,2023-12-03 00:45:40.817000+00:00,short,0,0,0.00023519984,0.040002503,0.9594809,0.0002814434,23,0.07601445284313903,vehicle_breakdown
FKID004376,vehicle_breakdown,non-corridor,unknown,peenya,0.049037454737239944,short,low,21.79,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,11.951504654638649,short,4376,unplanned,west zone 1,13.04756,77.5003067,2023-12-03 02:06:34.973000+00:00,short,0,0,0.00053140346,0.46714035,0.5267218,0.005606458,24,0.0757572758468186,vehicle_breakdown
FKID004380,others,bellary road 1,unknown,kodigehalli,0.04626959624738827,short,low,21.18,1 patrol unit,Monitor; no diversion by default.,"reflective jackets, traffic cones",traffic police,medium,20.30978499881039,short,4380,unplanned,north zone 2,13.0240081,77.5849244,2023-12-03 04:47:01.173000+00:00,short,1,0,0.0458793,0.20695104,0.45751804,0.28965157,33,0.07456528568029684,default
FKID006448,others,non-corridor,chaudrayacircle/udayatvcircle(cantonmentjunc),r.t. nagar,0.05373134146855038,very_long,critical,60.59,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,3.9073058114409163,very_long,6448,unplanned,central zone 2,12.9961071,77.5961519,2023-12-03 05:15:36.474000+00:00,very_long,1,0,0.0023736644,0.11347506,0.07451398,0.80963725,2,0.06878016604116904,default
FKID005273,public_event,magadi road,unknown,kamakshipalya,0.09380562151733793,long,high,71.22,4-6 officers + 2 patrol units,Activate partial diversion and advisory.,"barricades, crowd-control ropes, portable signage, reflective jackets, traffic cones","control room, local law and order unit, traffic police",high,40.82950206711888,long,5273,planned,west zone 2,12.983679,77.5294387,2023-12-03 05:47:12.860000+00:00,long,1,0,0.9116315,0.03752739,0.028363978,0.022477124,77,0.07798577334625388,public_event
FKID006450,vehicle_breakdown,tumkur road,ms ramaiahjunc(tollgate),yeshwanthpura,0.0480177491591631,short,low,24.8,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,5.473751386961482,short,6450,unplanned,west zone 2,13.0167089,77.56125,2023-12-03 05:48:15.713000+00:00,short,1,0,0.00024485466,0.16958518,0.82965577,0.000514193,6,0.07925003962747089,vehicle_breakdown
FKID004386,public_event,magadi road,unknown,kamakshipalya,0.09160654451256964,long,high,71.12,4-6 officers + 2 patrol units,Activate partial diversion and advisory.,"barricades, crowd-control ropes, portable signage, reflective jackets, traffic cones","control room, local law and order unit, traffic police",high,40.82950206711888,medium,4386,planned,west zone 2,12.9837267,77.5293267,2023-12-03 05:49:59.482000+00:00,medium,1,0,0.8438297,0.06503752,0.045909725,0.04522302,77,0.07798577334625388,public_event
FKID004393,others,non-corridor,unknown,whitefield,0.05035264196116542,short,low,21.87,1 patrol unit,Monitor; no diversion by default.,"reflective jackets, traffic cones",traffic police,high,38.69633272952179,short,4393,unplanned,east zone 1,12.9508048,77.7175179,2023-12-03 06:34:55.963000+00:00,short,0,0,0.022588357,0.06793906,0.5467249,0.36274767,62,0.07703807798633697,default
FKID006452,vehicle_breakdown,hosur road,bommanahalli,madiwala,0.048269143420094196,short,low,20.03,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,6.186253240677323,short,6452,unplanned,south zone 2,12.9042732,77.6273591,2023-12-03 06:52:26.563000+00:00,short,0,0,0.0003364383,0.36611903,0.63286555,0.0006789886,6,0.07389294973363782,vehicle_breakdown
FKID004394,vehicle_breakdown,magadi road,unknown,kamakshipalya,0.06321061412241331,short,medium,30.84,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,40.82950206711888,short,4394,unplanned,west zone 2,12.983316,77.5303271,2023-12-03 07:26:36.734000+00:00,short,0,0,0.0033090736,0.22477774,0.76853937,0.003373818,77,0.07798577334625388,vehicle_breakdown
FKID004395,vehicle_breakdown,non-corridor,unknown,jalahalli,0.05342725587860824,short,low,21.64,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,10.771225332051147,medium,4395,unplanned,north zone 2,13.0501267,77.526015,2023-12-03 07:38:51.301000+00:00,medium,0,0,0.00038382472,0.3784709,0.6192326,0.0019127203,19,0.07632072377288993,vehicle_breakdown
FKID006454,vehicle_breakdown,mysore road,mysorerd-ringrdjunc(nayandanahallii),byatarayanapura,0.056699933503961436,short,low,19.44,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.967110852031389,medium,6454,unplanned,west zone 1,12.94357128,77.52651089,2023-12-03 07:47:25.774000+00:00,medium,0,0,0.0005871412,0.25639907,0.7421075,0.00090632756,2,0.06763173862946825,vehicle_breakdown
FKID006455,vehicle_breakdown,hosur road,naganathapurajunction,electronic city,0.04024954706448909,short,low,19.5,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,5.613001306100498,short,6455,unplanned,south zone 1,12.8696266,77.6544993,2023-12-03 08:06:51.278000+00:00,short,0,0,0.00161191,0.13069734,0.8669954,0.00069539645,9,0.06608575160287142,vehicle_breakdown
FKID006456,vehicle_breakdown,orr north 2,goruguntepalyajunc,yeshwanthpura,0.06969392992609308,medium,medium,33.9,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.5431957857769945,medium,6456,unplanned,west zone 1,13.0331916,77.5410117,2023-12-03 08:13:40.888000+00:00,medium,0,0,0.00045130317,0.7801614,0.21856551,0.0008218164,1,0.064091308165057,vehicle_breakdown
FKID006458,pot_holes,bellary road 1,hebbalflyoverjunc,kodigehalli,0.04915254822030841,very_long,critical,61.74,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,8.442491896943002,long,6458,unplanned,north zone 2,13.0395183,77.5895333,2023-12-03 12:53:42.819000+00:00,long,1,0,0.17414162,0.036007762,0.05750416,0.7323464,8,0.06978548276980007,default
FKID006462,road_conditions,orr west 1,mysorerd-ringrdjunc(nayandanahallii),byatarayanapura,0.06683100774817298,very_long,critical,57.31,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,7.66455513048532,very_long,6462,unplanned,west zone 1,12.944975,77.5273265,2023-12-03 20:24:31.115000+00:00,very_long,0,0,0.04036297,0.018438919,0.013547211,0.9276509,8,0.07327300372815201,default
FKID006463,vehicle_breakdown,magadi road,leprosyhospitaljunc,magadi road,0.04928565687593672,short,low,20.58,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,7.87535560080988,short,6463,unplanned,central zone 2,12.9757417,77.5623567,2023-12-03 20:52:08.263000+00:00,short,0,0,0.000664919,0.4271455,0.5705188,0.0016707573,13,0.07072444573742515,vehicle_breakdown
FKID006464,vehicle_breakdown,non-corridor,"jayanagar 4th main,36th cross",jayanagara,0.07622418209512609,short,low,20.51,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.588351971464377,short,6464,unplanned,south zone 1,12.9234334,77.5801682,2023-12-03 21:01:38.734000+00:00,short,0,0,0.00023157267,0.3848984,0.61428547,0.0005845924,2,0.06823862775612505,vehicle_breakdown
FKID006465,vehicle_breakdown,hosur road,ayyappatemplejunc,madiwala,0.049242699892883914,medium,medium,39.14,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,9.744483169536556,medium,6465,unplanned,south zone 2,12.9210909,77.6202132,2023-12-03 21:11:30.437000+00:00,medium,0,1,0.0004233054,0.9060514,0.092883475,0.0006418056,12,0.07269951912961592,vehicle_breakdown
FKID005274,others,mysore road,unknown,kengeri,0.055155646569567535,very_long,critical,56.62,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,7.138090118344342,medium,5274,unplanned,west zone 1,12.906425,77.4729334,2023-12-03 21:35:36.306000+00:00,medium,0,0,0.020710688,0.34266385,0.12363384,0.51299155,7,0.07537400338126694,default
FKID004416,construction,non-corridor,unknown,hennuru,0.14853508085434955,long,high,64.68,4-6 officers + 2 patrol units,Activate partial diversion and advisory.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",high,43.13487252905986,long,4416,unplanned,east zone 2,13.0530017,77.6458557,2023-12-03 23:42:14.605000+00:00,long,0,0,0.9355313,0.01764145,0.014707492,0.032119803,46,0.07528207225885311,construction
FKID006469,vehicle_breakdown,old madras road,trinitycircle,halasur,0.05229706919933395,short,low,25.1,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,5.826091953992191,short,6469,unplanned,central zone 1,12.9720341,77.6195253,2023-12-04 03:08:41.020000+00:00,short,1,0,0.00016133797,0.16886504,0.8285285,0.0024450298,5,0.07217405582834831,vehicle_breakdown
FKID006470,vehicle_breakdown,mysore road,kimco junction,byatarayanapura,0.06318950779630153,short,low,25.5,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,5.51917067586743,short,6470,unplanned,west zone 2,12.9494619,77.5367796,2023-12-04 03:43:04.494000+00:00,short,1,0,0.0003543025,0.10443834,0.8939166,0.0012907856,10,0.07197630502478375,vehicle_breakdown
FKID004424,vehicle_breakdown,non-corridor,unknown,k.r. pura,0.056705743960404495,medium,medium,49.55,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,49.464598037689115,medium,4424,unplanned,east zone 2,13.0195425,77.7085296,2023-12-04 03:50:37.404000+00:00,medium,1,0,0.00028531437,0.73855835,0.2605674,0.000588935,93,0.07613137250540342,vehicle_breakdown
FKID006472,vehicle_breakdown,magadi road,srigandakaval,kamakshipalya,0.06495243407381467,medium,medium,39.47,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,5.150106547640897,medium,6472,unplanned,west zone 1,12.9880208,77.5097003,2023-12-04 03:59:54.979000+00:00,medium,1,0,0.00026880985,0.6794122,0.31838816,0.0019308735,6,0.07000304421831134,vehicle_breakdown
FKID006473,procession,bellary road 2,batrayanapura(amrutahalli)junction,kodigehalli,0.06380799027195934,medium,medium,42.65,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"barricades, portable signage, reflective jackets, route marshals, traffic cones","local law and order unit, traffic police",low,2.6113207547169806,medium,6473,planned,north zone 1,13.0661392,77.5930153,2023-12-04 04:34:08.961000+00:00,medium,1,0,0.17713095,0.5561405,0.11516934,0.15155923,1,0.0660377358490566,procession
FKID006475,vehicle_breakdown,non-corridor,wilsongarden10thcrossjunc,wilson garden,0.0631986555173672,medium,medium,39.13,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.287678642381695,medium,6475,unplanned,central zone 2,12.9463439,77.5959129,2023-12-04 04:51:18.871000+00:00,medium,1,0,0.00030070567,0.82243854,0.17537107,0.0018896916,3,0.071076532639477,vehicle_breakdown
FKID006478,vehicle_breakdown,tumkur road,tumkurrdmarappanapalyajunc,jnanabharathi,0.04604341634481045,medium,medium,37.86,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.6313407344150272,medium,6478,unplanned,west zone 2,13.0185251,77.555344,2023-12-04 06:29:29.168000+00:00,medium,1,0,0.00027811344,0.5449351,0.45336908,0.0014177118,1,0.0666097352690008,vehicle_breakdown
FKID006479,vehicle_breakdown,bellary road 2,jakkurcrossjunction,yelahanka,0.033701370892869696,short,low,18.76,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.128720932655963,short,6479,unplanned,north zone 1,13.0765848,77.5928971,2023-12-04 07:04:11.485000+00:00,short,0,0,0.0008051004,0.12064461,0.8766333,0.0019170496,5,0.07510631236159895,vehicle_breakdown
FKID006486,construction,irr(thanisandra road),srinivagilu(ejipura)junc,ashok nagar,0.10929427560289194,very_long,critical,66.11,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",low,3.9684539608282714,very_long,6486,planned,central zone 1,12.9386484,77.6346265,2023-12-04 22:45:10.504000+00:00,very_long,0,0,0.013062278,0.036824282,0.045913666,0.90419984,2,0.0705272560236649,construction
FKID006488,vehicle_breakdown,magadi road,leprosyhospitaljunc,magadi road,0.0488898227990168,short,low,20.56,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,7.87535560080988,short,6488,unplanned,central zone 2,12.9761296,77.5644983,2023-12-05 01:06:54.751000+00:00,short,0,0,0.00036639604,0.21904176,0.7771673,0.003424495,13,0.07072444573742515,vehicle_breakdown
FKID006489,vehicle_breakdown,tumkur road,hesaraghattajunction,peenya,0.04861854672553868,short,low,19.76,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,5.229882077788481,short,6489,unplanned,west zone 1,13.0436334,77.5085101,2023-12-05 01:24:12.748000+00:00,short,0,0,0.00021887211,0.058148168,0.9402897,0.0013432616,9,0.0722823450796709,vehicle_breakdown
FKID006492,vehicle_breakdown,old madras road,ramaiahcircle-ulsoorpolicestation,halasur,0.053663813251065784,short,low,24.33,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.057450584708715,short,6492,unplanned,central zone 1,12.9755916,77.626261,2023-12-05 03:40:21.238000+00:00,short,1,0,0.00013911616,0.19058882,0.80324143,0.006030559,2,0.07021287384882044,vehicle_breakdown
FKID006493,vehicle_breakdown,non-corridor,chaudrayacircle/udayatvcircle(cantonmentjunc),high ground,0.06633110535870851,medium,medium,39.3,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.37031574622426,medium,6493,unplanned,central zone 2,12.9930741,77.5953395,2023-12-05 03:45:23.856000+00:00,medium,1,0,8.137815e-05,0.8142894,0.18410617,0.0015230963,3,0.07343759274926458,vehicle_breakdown
FKID006494,accident,non-corridor,k r circle,halasuru gate,0.05239186633800527,short,medium,31.37,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"ambulance standby, crash cones, reflective jackets, tow van, traffic cones","medical emergency support, traffic police",low,6.692686331344106,short,6494,unplanned,central zone 2,12.9772619,77.5855295,2023-12-05 04:54:57.945000+00:00,short,1,0,0.0011071081,0.20156622,0.72673017,0.07059646,11,0.07121960946697445,accident
FKID006495,road_conditions,orr west 1,mysorerd-ringrdjunc(nayandanahallii),byatarayanapura,0.06420411805025364,very_long,critical,62.19,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,7.66455513048532,very_long,6495,unplanned,west zone 1,12.94509038,77.52761312,2023-12-05 04:55:57.016000+00:00,very_long,1,0,0.03470819,0.009155109,0.021137992,0.9349987,8,0.07327300372815201,default
FKID001029,others,bellary road 1,mekhricircle,sadashivanagar,0.048073318506951665,very_long,critical,62.72,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,11.855718661443294,very_long,1029,unplanned,west zone 2,13.0144246,77.5836645,2023-12-05 04:54:28.082000+00:00,very_long,1,0,0.012691878,0.09309535,0.09486406,0.7993488,24,0.07302053318409414,default
FKID005276,road_conditions,bellary road 1,unknown,sadashivanagar,0.0822265867588898,very_long,critical,72.7,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",high,47.69703532484318,very_long,5276,unplanned,west zone 2,13.0042305,77.5840858,2023-12-05 05:00:44.348000+00:00,very_long,1,0,0.1254792,0.016532777,0.020720243,0.83726776,92,0.07705815213837658,default
FKID006496,vehicle_breakdown,irr(thanisandra road),sonyworldjunction,adugodi,0.053191982871216306,short,low,24.18,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.6176865046102247,short,6496,unplanned,south zone 2,12.9380854,77.6280395,2023-12-05 05:42:04.551000+00:00,short,1,0,0.00031188483,0.42318985,0.5748288,0.0016694509,1,0.066219614417435,vehicle_breakdown
FKID006499,vehicle_breakdown,non-corridor,k r circle,cubbon park,0.06049484340587156,short,low,19.51,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.609941520467833,short,6499,unplanned,central zone 2,12.9785728,77.5851419,2023-12-05 08:39:30.034000+00:00,short,0,0,0.00022638452,0.16221431,0.8309341,0.0066252323,1,0.0659983291562238,vehicle_breakdown
FKID004437,vehicle_breakdown,orr north 2,unknown,jalahalli,0.07034249940215871,medium,medium,40.98,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,26.033206300702908,medium,4437,unplanned,north zone 2,13.0442533,77.5479436,2023-12-05 20:05:38.864000+00:00,medium,0,0,0.00025550212,0.85280883,0.14544562,0.0014900089,57,0.07523446573436884,vehicle_breakdown
FKID006503,vehicle_breakdown,hosur road,silkboardjunc,madiwala,0.06853374199101564,medium,medium,38.39,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.3635022745820065,short,6503,unplanned,south zone 2,12.9200999,77.6207323,2023-12-05 20:05:04.786000+00:00,short,0,1,0.002022111,0.58425385,0.4112535,0.002470549,4,0.07324292213091449,vehicle_breakdown
FKID006504,vehicle_breakdown,magadi road,prasannajunction,magadi road,0.05016262856765772,medium,medium,33.43,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.90528136428261,short,6504,unplanned,west zone 2,12.9755981,77.5540052,2023-12-05 20:23:16.087000+00:00,short,0,0,0.0005551188,0.6012369,0.39312878,0.005079186,5,0.06872232469378886,vehicle_breakdown
FKID006505,vehicle_breakdown,non-corridor,devasandra(k r puram),k.r. pura,0.06447142322981007,medium,medium,36.2,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,11.011925096191819,medium,6505,unplanned,east zone 2,13.0079755,77.6922005,2023-12-05 20:34:58.278000+00:00,medium,0,0,0.00033563218,0.740313,0.25756237,0.0017890161,16,0.07462643131976629,vehicle_breakdown
FKID004477,construction,orr east 2,unknown,hal old airport,0.07559725905217912,long,high,61.4,4-6 officers + 2 patrol units,Activate partial diversion and advisory.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",high,52.20158623981774,long,4477,planned,east zone 1,12.9695191,77.7006056,2023-12-05 20:59:31.089000+00:00,long,0,0,0.9983626,0.00045500713,0.00036166966,0.0008206681,102,0.07718817828050693,construction
FKID004680,construction,non-corridor,unknown,kodigehalli,0.14169561766412453,very_long,critical,71.24,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",medium,16.215444271278265,very_long,4680,planned,north zone 2,13.026383,77.5803894,2023-12-05 21:19:13.312000+00:00,very_long,0,0,0.10287191,0.10579936,0.10441926,0.68690944,17,0.07758412203652183,construction
FKID006508,vehicle_breakdown,mysore road,sattelitebusstandjunc,high ground,0.06602654510800282,medium,medium,33.75,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.5832369942196496,medium,6508,unplanned,west zone 2,12.953135,77.543355,2023-12-05 21:24:50.286000+00:00,medium,0,0,0.00035935506,0.75483274,0.24370486,0.0011030926,1,0.06523534269199,vehicle_breakdown
